run_id,project_id,revision,timestamp,event_type,estado,disciplina,WBS_ID,ITEM_ID,observaciones
43e42652-89e4-46b5-807e-88029a620b14,LEO-ARICA,CLI,2026-04-18T20:49:17.185671+00:00,REPORTE,EN_REVISION,ELC,,,1 circuito(s) en falla
